occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no
479411,occ,,,47784,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Campanian,,83.5,70.6,5929
479412,occ,,,47784,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Late Campanian,,83.5,70.6,5929
479413,occ,,,47784,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Late Campanian,,83.5,70.6,5929
479415,occ,,,47787,Lambeosaurinae indet.,subfamily,53394,,Lambeosaurinae,subfamily,53394,Late Campanian,,83.5,70.6,12790
479423,occ,21451,,47788,Stegosauria indet.,unranked clade,147919,,Stegosauria,unranked clade,38798,Kimmeridgian,Tithonian,157.3,145,29301
479424,occ,,,47789,Omosaurus n. sp. hastiger,species,56506,nomen dubium,Thyreophora,unranked clade,52777,Kimmeridgian,,157.3,152.1,14132
479458,occ,,,47793,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Campanian,,83.5,70.6,5929
479459,occ,,,47793,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Late Campanian,,83.5,70.6,5929
479460,occ,,,47793,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Late Campanian,,83.5,70.6,5929
479485,occ,,,47794,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Middle Campanian,,83.5,70.6,5929
479486,occ,,,47794,cf. Thescelosaurus neglectus,species,52897,,Thescelosaurus neglectus,species,52897,Middle Campanian,,83.5,70.6,5929
479487,occ,,,47794,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Middle Campanian,,83.5,70.6,5929
479488,occ,,,47794,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Middle Campanian,,83.5,70.6,5929
479512,occ,,,47795,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Middle Campanian,,83.5,70.6,5929
479513,occ,,,47795,cf. Thescelosaurus neglectus,species,52897,,Thescelosaurus neglectus,species,52897,Middle Campanian,,83.5,70.6,5929
479514,occ,,,47795,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Middle Campanian,,83.5,70.6,5929
479589,occ,,,47807,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Campanian,,83.5,70.6,5929
479590,occ,,,47807,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Late Campanian,,83.5,70.6,5929
479591,occ,,,47807,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Late Campanian,,83.5,70.6,5929
479625,occ,,,47809,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Middle Campanian,,83.5,70.6,5929
479626,occ,,,47809,cf. Thescelosaurus neglectus,species,52897,,Thescelosaurus neglectus,species,52897,Middle Campanian,,83.5,70.6,5929
479627,occ,,,47809,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Middle Campanian,,83.5,70.6,5929
479655,occ,,,47811,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Campanian,,83.5,70.6,5929
479656,occ,,,47811,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Late Campanian,,83.5,70.6,5929
479679,occ,,,47812,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Campanian,,83.5,70.6,5929
479680,occ,,,47812,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Late Campanian,,83.5,70.6,5929
479681,occ,,,47812,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Late Campanian,,83.5,70.6,5929
479683,occ,,,47813,Iguanodon sp.,genus,38749,,Iguanodon,genus,38749,Hauterivian,,132.9,129.4,12804
479684,occ,,,14488,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Judithian,,83.5,70.6,3010
479685,occ,,,14488,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Judithian,,83.5,70.6,3010
479713,occ,,,47814,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Campanian,,83.5,70.6,5929
479714,occ,,,47814,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Late Campanian,,83.5,70.6,5929
479715,occ,,,47814,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Late Campanian,,83.5,70.6,5929
479743,occ,,,47816,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Campanian,,83.5,70.6,5929
479744,occ,,,47816,cf. Thescelosaurus neglectus,species,52897,,Thescelosaurus neglectus,species,52897,Late Campanian,,83.5,70.6,15455
479745,occ,,,47816,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Late Campanian,,83.5,70.6,5929
479746,occ,,,47816,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Late Campanian,,83.5,70.6,5929
479750,occ,,,47821,Prenocephale sp.,genus,38790,,Prenocephale,genus,38790,Late Campanian,,83.5,70.6,12808
479778,occ,,,22698,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Campanian,,83.5,70.6,5929
479779,occ,,,22698,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Late Campanian,,83.5,70.6,5929
479780,occ,,,22698,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Late Campanian,,83.5,70.6,5929
479804,occ,,,22695,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Late Campanian,,83.5,70.6,5929
479805,occ,,,22695,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Late Campanian,,83.5,70.6,5929
480299,occ,,,22697,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Campanian,,83.5,70.6,5929
480300,occ,,,22697,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Late Campanian,,83.5,70.6,5929
480301,occ,,,22697,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Late Campanian,,83.5,70.6,5929
480304,occ,,,14453,n. gen. Orodromeus n. sp. makelai,species,64338,,Orodromeus makelai,species,64338,Judithian,,83.5,70.6,2601
480336,occ,,,22696,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Late Campanian,,83.5,70.6,5929
480337,occ,,,22696,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Late Campanian,,83.5,70.6,5929
480350,occ,,,14435,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Middle Campanian,Late Campanian,83.5,70.6,13103
481732,occ,33075,,48124,Mymoorapelta maysi,species,57683,,Mymoorapelta maysi,species,57683,Kimmeridgian,Tithonian,157.3,145,12888
481733,occ,,,45975,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Late Kimmeridgian,Early Tithonian,155.7,145,12888
481745,occ,,,39377,"""Laosaurus"" sp.",genus,52884,nomen dubium,Ornithopoda,unranked clade,38713,Kimmeridgian,Tithonian,157.3,145,12896
481762,occ,,,48129,n. gen. Hypsirophus n. sp. discurus,species,53200,nomen dubium,Stegosaurus,genus,38814,Tithonian,,152.1,145,12893
481763,occ,,,48130,n. gen. Symphyrophus n. sp. musculosus,species,65181,subjective synonym of,Camptosaurus dispar,species,52979,Kimmeridgian,Tithonian,157.3,145,12893
481954,occ,,,48156,Dryosaurus ? sp.,genus,38731,,Dryosaurus,genus,38731,Early Kimmeridgian,,155.7,150.8,12893
481970,occ,,,48160,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Kimmeridgian,,157.3,152.1,12893
481971,occ,30961,,48160,Stegosaurus stenops,species,56491,,Stegosaurus stenops,species,56491,Kimmeridgian,,157.3,152.1,12893
481982,occ,,,48161,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Kimmeridgian,Tithonian,157.3,145,12893
481983,occ,,,48161,Dryosaurus sp.,genus,38731,,Dryosaurus,genus,38731,Kimmeridgian,Tithonian,157.3,145,12893
481984,occ,,,48161,Stegosaurus stenops,species,56491,,Stegosaurus stenops,species,56491,Kimmeridgian,Tithonian,157.3,145,55055
481985,occ,15536,,48161,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Kimmeridgian,Tithonian,157.3,145,15179
481993,occ,,,48162,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Kimmeridgian,Tithonian,157.3,145,12893
481996,occ,,,48164,Stegosaurus sp.,genus,38814,,Stegosaurus,genus,38814,Kimmeridgian,Tithonian,157.3,145,12893
482001,occ,,,48166,Othnielia rex,species,64495,nomen dubium,Nanosaurus,genus,38738,Kimmeridgian,Tithonian,157.3,145,12893
482004,occ,,,48168,n. gen. Nanosaurus n. sp. agilis,species,52951,,Nanosaurus agilis,species,52951,Kimmeridgian,Tithonian,157.3,145,12893
482006,occ,,,48170,Stegosaurus cf. stenops,species,56491,,Stegosaurus stenops,species,56491,Kimmeridgian,,157.3,152.1,12893
483344,occ,,,48327,Lambeosaurinae indet.,subfamily,53394,,Lambeosaurinae,subfamily,53394,Maastrichtian,,72.1,66,23464
483398,occ,,,48342,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Tithonian,,152.1,145,12607
483400,occ,,,48343,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Tithonian,,152.1,145,12607
483401,occ,,,48344,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Tithonian,,152.1,145,12607
483403,occ,,,48345,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Tithonian,,152.1,145,12607
483405,occ,,,48346,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Tithonian,,152.1,145,12607
483406,occ,,,48347,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Tithonian,,152.1,145,12607
483407,occ,,,48348,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Tithonian,,152.1,145,12607
483409,occ,,,48349,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Tithonian,,152.1,145,12607
483413,occ,,,48350,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Tithonian,,152.1,145,12607
483415,occ,,,48351,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Tithonian,,152.1,145,12607
483416,occ,,,48352,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Late Kimmeridgian,Tithonian,155.7,145,12607
483417,occ,,,48353,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Late Kimmeridgian,Tithonian,155.7,145,12607
483418,occ,,,48354,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Late Kimmeridgian,Tithonian,155.7,145,12607
483420,occ,,,48355,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Late Kimmeridgian,Tithonian,155.7,145,12607
483421,occ,,,48356,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Late Kimmeridgian,Tithonian,155.7,145,12607
483422,occ,,,48357,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Late Kimmeridgian,Tithonian,155.7,145,12607
483439,occ,,,48358,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Tithonian,,152.1,145,12607
483498,occ,,,48378,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Late Kimmeridgian,Tithonian,155.7,145,12607
483510,occ,,,48387,Kentrosaurus aethiopicus,species,56490,,Kentrosaurus aethiopicus,species,56490,Oxfordian,,163.5,157.3,12607
483525,occ,,,14508,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Lancian,,70.6,66,13103
483526,occ,,,14508,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Lancian,,70.6,66,13103
483557,occ,,,14508,Ceratopsia indet.,unranked clade,38842,,Ceratopsia,unranked clade,38842,Lancian,,70.6,66,13103
483585,occ,,,14512,Hypsilophodontidae indet.,family,38734,,Hypsilophodontidae,family,38734,Lancian,,70.6,66,13103
483616,occ,,,14513,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Lancian,,70.6,66,13103
483645,occ,,,14505,Triceratops sp.,genus,38862,,Triceratops,genus,38862,Lancian,,70.6,66,13103
483655,occ,,,14505,Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,Lancian,,70.6,66,13103
483662,occ,,,14505,Ceratopsia indet.,unranked clade,38842,,Ceratopsia,unranked clade,38842,Lancian,,70.6,66,13103
483674,occ,,,14482,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Middle Campanian,,83.5,70.6,13103
483676,occ,,,14482,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Middle Campanian,,83.5,70.6,13103
483679,occ,,,14491,Stegoceras validum,species,56570,,Stegoceras validum,species,81379,Middle Campanian,Late Campanian,83.5,70.6,13582
483680,occ,,,14491,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Middle Campanian,Late Campanian,83.5,70.6,13103
483682,occ,,,14492,Euoplocephalus sp.,genus,38838,,Euoplocephalus,genus,38838,Middle Campanian,Late Campanian,83.5,70.6,13103
483890,occ,17951,,48424,Ornithischia indet.,unranked clade,38712,,Ornithischia,unranked clade,38712,Norian,,228,208.5,17273
484369,occ,19504,,48458,Dryosauridae indet.,family,38730,,Dryosauridae,family,38730,Early Maastrichtian,,70.6,66,24830
484993,occ,,,48547,Ornithischia ? indet.,unranked clade,38712,,Ornithischia,unranked clade,38712,Norian,,228,208.5,5705
484995,occ,,,48548,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Campanian,,83.6,72.1,12319
484996,occ,,,48549,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Maastrichtian,,70.6,66,12319
484998,occ,29163,,48551,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Maastrichtian,,72.1,66,12319
485015,occ,,,48557,Stegosaurus n. sp. longispinus,species,56492,recombined as,Alcovasaurus longispinus,species,56492,Kimmeridgian,Tithonian,157.3,145,10606
485545,occ,,,48549,Trachodon sp.,genus,52925,nomen dubium,Hadrosauridae,family,38755,Late Maastrichtian,,70.6,66,12319
485547,occ,,,48549,Triceratops sp.,genus,38862,,Triceratops,genus,38862,Late Maastrichtian,,70.6,66,12319
485973,occ,,,48618,Stegoceras n. sp. browni,species,56567,subjective synonym of,Stegoceras validum,species,81379,Late Campanian,,83.5,70.6,24421
485974,occ,,,48619,Ornatotholus browni,species,56568,subjective synonym of,Stegoceras validum,species,81379,Late Campanian,,83.5,70.6,12772
485975,occ,,,48620,Stegoceras sp.,genus,38787,,Stegoceras,genus,38787,Middle Campanian,Late Campanian,83.5,70.6,24421
485982,occ,,,48622,Thescelosaurus ? n. sp. garbanii,species,65022,,Thescelosaurus garbanii,species,65022,Late Maastrichtian,,70.6,66,14862
485997,occ,,,48624,Thescelosaurus n. sp. warreni,species,52895,recombined as,Parksosaurus warreni,species,52895,Early Maastrichtian,,70.6,66,19270
486009,occ,,,48626,n. gen. Thescelosaurus n. sp. neglectus,species,52897,,Thescelosaurus neglectus,species,52897,Late Maastrichtian,,70.6,66,13458
486010,occ,,,48627,Thescelosaurus n. sp. edmontonensis,species,64745,,Thescelosaurus edmontonensis,species,64745,Late Maastrichtian,,70.6,66,18598
486011,occ,28680,,48628,Thescelosaurus assiniboiensis,species,267489,,Thescelosaurus assiniboiensis,species,267489,Late Maastrichtian,,70.6,66,46723
486012,occ,,,48629,Thescelosaurus neglectus,species,52897,,Thescelosaurus neglectus,species,52897,Late Maastrichtian,,70.6,66,12623
486474,occ,,,48720,Iguanodon n. sp. suessi,species,95492,"misspelling of, recombined as",Rhabdodon suessii,species,64750,Early Campanian,,83.5,70.6,12997
486475,occ,18127,,48720,Zalmoxes sp.,genus,66740,,Zalmoxes,genus,66740,Early Campanian,,83.5,70.6,17757
486476,occ,12373,,48720,Crataeomus n. sp. lepidophorus,species,64757,subjective synonym of,Struthiosaurus austriacus,species,52792,Early Campanian,,83.5,70.6,12806
486477,occ,12372,,48720,n. gen. Crataeomus n. sp. pawlowitschii,species,64756,subjective synonym of,Struthiosaurus austriacus,species,52792,Early Campanian,,83.5,70.6,12806
486479,occ,17806,,48720,Struthiosaurus n. sp. austriacus,species,52792,,Struthiosaurus austriacus,species,52792,Early Campanian,,83.5,70.6,12997
486480,occ,,,48720,n. gen. Danubiosaurus n. sp. anceps,species,64752,subjective synonym of,Struthiosaurus austriacus,species,52792,Early Campanian,,83.5,70.6,12997
486481,occ,18128,,48720,Zalmoxes sp.,genus,66740,,Zalmoxes,genus,66740,Early Campanian,,83.5,70.6,17757
486484,occ,,,48720,n. gen. Pleuropeltus n. sp. suessii,species,64767,subjective synonym of,Struthiosaurus austriacus,species,52792,Early Campanian,,83.5,70.6,12806
486489,occ,,,48720,n. gen. Oligosaurus n. sp. adelus,species,64764,subjective synonym of,Rhabdodon priscus,species,96110,Early Campanian,,83.5,70.6,12806
486490,occ,,,48720,n. gen. Rhadinosaurus n. sp. alcimus,species,64763,nomen dubium,Ankylosauria,unranked clade,38816,Early Campanian,,83.5,70.6,12806
486492,occ,,,48720,n. gen. Ornithomerus n. sp. gracilis,species,64760,subjective synonym of,Rhabdodon priscus,species,96110,Early Campanian,,83.5,70.6,12806
486493,occ,,,48722,Rhabdodontidae indet.,family,66739,,Rhabdodontidae,family,66739,Santonian,,86.3,83.6,15353
486494,occ,13282,,48722,n. gen. Hungarosaurus n. sp. tormai,species,66856,,Hungarosaurus tormai,species,66856,Santonian,,86.3,83.6,14093
486505,occ,,,48725,n. gen. Hadrosaurus n. sp. foulkii,species,52812,,Hadrosaurus foulkii,species,52812,Early Campanian,,83.5,70.6,13003
487124,occ,,,48828,n. gen. Lanasaurus n. sp. scalpridens,species,52901,subjective synonym of,Lycorhinus angustidens,species,52899,Hettangian,Sinemurian,201.3,190.8,13011
487125,occ,28383,,48829,n. gen. Lapampasaurus n. sp. cholinoi,species,264234,,Lapampasaurus cholinoi,species,264234,Late Campanian,Early Maastrichtian,83.5,66,46071
487142,occ,,,48833,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Campanian,,83.6,72.1,12319
487143,occ,19339,,48834,Kritosaurus ? sp.,genus,53195,,Kritosaurus,genus,53195,Late Santonian,,85.8,83.5,12319
487144,occ,31665,,48835,Hadrosaurinae indet.,subfamily,53382,,Hadrosaurinae,subfamily,53382,Late Santonian,,85.8,83.5,56076
487145,occ,,,48836,Anatosaurus annectens,species,64349,recombined as,Edmontosaurus annectens,species,54239,Maastrichtian,,72.1,66,12319
487147,occ,18227,,48838,Saurolophus ? sp.,genus,38768,,Saurolophus,genus,38768,Late Campanian,,83.5,70.6,12319
487148,occ,31477,,48839,Parasaurolophus sp.,genus,38766,,Parasaurolophus,genus,38766,Late Campanian,,83.5,70.6,55658
487156,occ,,,48841,Hypsilophodontidae indet.,family,38734,,Hypsilophodontidae,family,38734,Tithonian,,152.1,145,13013
487157,occ,29341,,48842,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Maastrichtian,,72.1,66,49058
487158,occ,,,48843,Stygimoloch spinifer,species,56577,subjective synonym of,Pachycephalosaurus wyomingensis,species,64648,Maastrichtian,,72.1,66,17021
487159,occ,,,48844,Stygimoloch spinifer,species,56577,subjective synonym of,Pachycephalosaurus wyomingensis,species,64648,Maastrichtian,,72.1,66,13015
487160,occ,,,48845,Stygimoloch spinifer,species,56577,subjective synonym of,Pachycephalosaurus wyomingensis,species,64648,Maastrichtian,,72.1,66,13015
487161,occ,,,48846,Stygimoloch spinifer,species,56577,subjective synonym of,Pachycephalosaurus wyomingensis,species,64648,Maastrichtian,,72.1,66,13015
487165,occ,12378,,48848,Stygimoloch spinifer,species,56577,subjective synonym of,Pachycephalosaurus wyomingensis,species,64648,Maastrichtian,,72.1,66,13015
487167,occ,,,48849,Rhabdodon priscus,species,66745,,Rhabdodon priscus,species,96110,Late Campanian,Early Maastrichtian,83.5,66,13016
487172,occ,,,48849,Nodosauridae indet.,family,38817,,Nodosauridae,family,38817,Late Campanian,Early Maastrichtian,83.5,66,13017
487181,occ,,,48850,Rhabdodon priscus,species,66745,,Rhabdodon priscus,species,96110,Late Campanian,,83.5,70.6,13019
487188,occ,,,48852,Thyreophora indet.,unranked clade,52777,,Thyreophora,unranked clade,52777,Hettangian,,201.3,199.3,13020
487225,occ,,,48865,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Maastrichtian,,70.6,66,19451
487227,occ,31741,,48865,Nodosauridae indet.,family,38817,,Nodosauridae,family,38817,Late Maastrichtian,,70.6,66,56237
487229,occ,,,48866,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Maastrichtian,,70.6,66,13026
487259,occ,,,48870,Rhabdodon cf. septimanicus,species,67672,,Rhabdodon septimanicus,species,67672,Late Campanian,,83.5,70.6,13032
487268,occ,35033,,48872,n. gen. Siamodracon n. sp. altispinus,species,374248,nomen dubium,Stegosauridae,family,38803,Tithonian,Berriasian,152.1,139.8,66469
487283,occ,18596,,48876,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Maastrichtian,,70.6,66,19147
487284,occ,18594,,48877,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Maastrichtian,,70.6,66,19147
487285,occ,18595,,48878,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Maastrichtian,,70.6,66,19147
487435,occ,12441,,48928,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Early Cretaceous,,145,100.5,12056
487440,occ,12438,,48933,n. gen. Bactrosaurus n. sp. johnsoni,species,57344,,Bactrosaurus johnsoni,species,57344,Middle Campanian,Late Campanian,83.5,70.6,13061
487445,occ,18871,F,48934,Paraspheroolithes irenensis,species,92238,"misspelling of, recombined as",Paraspheroolithus irenensis,species,68510,Late Campanian,,83.5,70.6,13181
487446,occ,,,48935,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Middle Campanian,Late Campanian,83.5,70.6,13060
487448,occ,,,48933,Ornithischia indet.,unranked clade,38712,,Ornithischia,unranked clade,38712,Middle Campanian,Late Campanian,83.5,70.6,13060
487449,occ,,,48936,n. gen. Psittacosaurus n. sp. mongoliensis,species,52831,,Psittacosaurus mongoliensis,species,52831,Early Cretaceous,,145,100.5,9632
487450,occ,,,48936,Ornithischia indet.,unranked clade,38712,,Ornithischia,unranked clade,38712,Early Cretaceous,,145,100.5,13060
487451,occ,,,48937,Psittacosaurus sp.,genus,38844,,Psittacosaurus,genus,38844,Early Cretaceous,,145,100.5,13060
487452,occ,,,48937,Psittacosaurus mongoliensis,species,52831,,Psittacosaurus mongoliensis,species,52831,Early Cretaceous,,145,100.5,13060
487456,occ,,,48939,n. gen. Protiguanodon n. sp. mongoliense,species,56330,subjective synonym of,Psittacosaurus mongoliensis,species,52831,Early Cretaceous,,145,100.5,9632
487458,occ,,,48939,Psittacosaurus sp.,genus,38844,,Psittacosaurus,genus,38844,Early Cretaceous,,145,100.5,13060
487484,occ,,,48941,Chasmosaurus n. sp. mariscalensis,species,52772,recombined as,Agujaceratops mariscalensis,species,52772,Judithian,,83.5,70.6,14107
487485,occ,,,48942,Mandschurosaurus n. sp. mongoliensis,species,64066,recombined as,Gilmoreosaurus mongoliensis,species,64066,Middle Campanian,Late Campanian,83.5,70.6,13061
487486,occ,13393,,48943,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Middle Campanian,Late Campanian,83.5,70.6,9909
487487,occ,18009,,48928,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Early Cretaceous,,145,100.5,17496
487542,occ,33782,,48983,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Campanian,,83.6,72.1,12056
487602,occ,,,49016,Triceratops elatus,species,63772,subjective synonym of,Triceratops horridus,species,63766,Maastrichtian,,72.1,66,13079
487781,occ,12447,,49038,Ankylosauridae ? indet.,family,38831,,Ankylosauridae,family,38831,Albian,,113,100.5,13083
487783,occ,,,49040,Hierosaurus n. sp. coleii,species,65207,recombined as,Niobrarasaurus coleii,species,65207,Late Coniacian,,89.3,85.8,51966
487787,occ,,,49043,Silvisaurus ? sp.,genus,38828,,Silvisaurus,genus,38828,Late Cretaceous,,100.5,66,13083
487788,occ,,,49044,Nodosauridae indet.,family,38817,,Nodosauridae,family,38817,Middle Santonian,,85.8,83.5,13085
487789,occ,,,49045,Niobrarasaurus coleii,species,65208,,Niobrarasaurus coleii,species,65207,Middle Santonian,,85.8,83.5,13087
487791,occ,,,49046,Nodosauridae indet.,family,38817,,Nodosauridae,family,38817,Late Cenomanian,,99.6,93.5,40555
487842,occ,23609,,14519,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Lancian,,70.6,66,12202
487847,occ,21290,,14519,Thescelosaurus sp.,genus,38742,,Thescelosaurus,genus,38742,Lancian,,70.6,66,12202
487848,occ,21288,,14519,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Lancian,,70.6,66,12202
487864,occ,,,14525,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Lancian,,70.6,66,13103
487900,occ,,,14535,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Lancian,,70.6,66,13103
487922,occ,,,14535,Thescelosaurus sp.,genus,38742,,Thescelosaurus,genus,38742,Lancian,,70.6,66,13103
487930,occ,,,14535,Hypsilophodontidae indet.,family,38734,,Hypsilophodontidae,family,38734,Lancian,,70.6,66,13103
487931,occ,,,14535,Hadrosaurinae indet.,subfamily,53382,,Hadrosaurinae,subfamily,53382,Lancian,,70.6,66,13103
487956,occ,,,14536,Hadrosaurinae indet.,subfamily,53382,,Hadrosaurinae,subfamily,53382,Lancian,,70.6,66,13103
487957,occ,,,14536,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Lancian,,70.6,66,13103
487989,occ,,,14533,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Lancian,,70.6,66,13103
487990,occ,,,14533,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Lancian,,70.6,66,13103
488017,occ,,,14546,Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,Lancian,,70.6,66,13103
488018,occ,,,14546,Ceratopsidae indet.,family,38851,,Ceratopsidae,family,38851,Lancian,,70.6,66,13103
488019,occ,,,14546,Hypsilophodontidae indet.,family,38734,,Hypsilophodontidae,family,38734,Lancian,,70.6,66,13103
488054,occ,,,14549,Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,Lancian,,70.6,66,13103
488091,occ,,,14549,Thescelosaurus sp.,genus,38742,,Thescelosaurus,genus,38742,Lancian,,70.6,66,13103
488095,occ,,,14470,Stegoceras validum,species,56570,,Stegoceras validum,species,81379,Middle Campanian,Late Campanian,83.5,70.6,13582
488097,occ,,,14470,Euoplocephalus sp.,genus,38838,,Euoplocephalus,genus,38838,Middle Campanian,Late Campanian,83.5,70.6,13103
488098,occ,,,14470,Edmontonia sp.,genus,63919,,Edmontonia,genus,63919,Middle Campanian,Late Campanian,83.5,70.6,13103
488102,occ,,,14550,Stygimoloch spinifer,species,56577,subjective synonym of,Pachycephalosaurus wyomingensis,species,64648,Lancian,,70.6,66,13103
