tree.ID,tree,null_DIC,slow_DIC,asym_DIC,null_post_mean,null_lower95_CI,null_upper95_CI,null_ess,null_pMCMC,slow_post_mean,slow_post_mean_2,slow_lower95_CI,slow_upper95_CI,slow_lower95_CI_2,slow_upper95_CI_2,slow_ess,slow_pMCMC,asym_post_mean_sqrt,asym_lower95_CI_sqrt,asym_upper95_CI_sqrt,asym_ess,asym_pMCMC
190,Carballido.phy.nex,504.7409268,473.5467515,493.5697287,0.004086308,2.41E-04,0.007942002,588.8345664,0.031111111,0.05558216,-2.64E-04,0.050755772,0.059048184,-2.90E-04,-2.38E-04,450,0.002222222,0.170356129,0.127293561,0.220119916,450,0.002222222
191,Carballido.phy.nex,510.7506831,445.8598935,487.7015247,0.005353346,0.001444452,0.008894567,466.6203039,0.004444444,0.047904484,-1.99E-04,0.044850089,0.050698821,-2.18E-04,-1.80E-04,523.6179829,0.002222222,0.183670623,0.144627263,0.22109613,450,0.002222222
192,Carballido.phy.nex,515.7704019,474.7263426,500.2498382,0.004458025,-2.10E-04,0.008219922,450,0.057777778,0.05429022,-2.53E-04,0.049953938,0.057553364,-2.77E-04,-2.29E-04,272.1994806,0.002222222,0.180831449,0.13452396,0.221437238,450,0.002222222
193,Carballido.phy.nex,505.1421487,467.5751341,493.0606024,0.004063245,6.66E-04,0.007130858,348.4552222,0.013333333,0.05426656,-2.52E-04,0.050018655,0.057912267,-2.78E-04,-2.27E-04,450,0.002222222,0.170585731,0.123451656,0.216219547,450,0.002222222
194,Carballido.phy.nex,505.620198,460.0999189,489.4535205,0.004578772,8.45E-04,0.007797472,360.2149019,0.008888889,0.052678962,-2.38E-04,0.048754153,0.055702829,-2.61E-04,-2.16E-04,365.4647683,0.002222222,0.181607038,0.137295485,0.227962151,450,0.002222222
195,Carballido.phy.nex,501.7510755,457.2501014,487.2983448,0.004426214,4.34E-04,0.007686574,573.2745783,0.017777778,0.052388838,-2.35E-04,0.048695206,0.055878403,-2.57E-04,-2.10E-04,450,0.002222222,0.170135366,0.124675538,0.216898569,450,0.002222222
196,Carballido.phy.nex,515.0296782,458.5138806,494.8966686,0.005125436,0.001875541,0.008859998,450,0.004444444,0.051568917,-2.28E-04,0.048104803,0.054522442,-2.52E-04,-2.09E-04,381.5946891,0.002222222,0.186972006,0.145112593,0.227829513,690.9366364,0.002222222
197,Carballido.phy.nex,512.7711152,447.1785344,490.1896813,0.005214934,0.001825515,0.009332293,450,0.008888889,0.048676595,-2.05E-04,0.045250769,0.051613869,-2.27E-04,-1.86E-04,450,0.002222222,0.183552198,0.150574845,0.21878437,450,0.002222222
198,Carballido.phy.nex,493.9774856,447.1633104,480.2685258,0.004310506,9.32E-04,0.008343399,450,0.022222222,0.050325201,-2.18E-04,0.046849354,0.053332397,-2.37E-04,-1.96E-04,784.6200381,0.002222222,0.170813495,0.125527671,0.206762012,450,0.002222222
199,Carballido.phy.nex,512.0512208,455.3469951,491.5540566,0.005063816,6.88E-04,0.00817038,450,0.008888889,0.051562943,-2.28E-04,0.04797604,0.05452033,-2.48E-04,-2.06E-04,450,0.002222222,0.188026805,0.150150608,0.228353354,340.4799687,0.002222222
200,Carballido.phy.nex,508.4527145,460.4758695,493.3297633,0.004527386,0.001184405,0.008021968,537.673578,0.013333333,0.052213437,-2.33E-04,0.048823854,0.055012575,-2.54E-04,-2.10E-04,450,0.002222222,0.184600535,0.141679864,0.227647323,405.9501204,0.002222222
201,Cau.phy.nex,800.2038167,798.2243002,786.7847441,0.008716502,0.004129272,0.013237784,450,0.002222222,0.054716359,-3.40E-04,0.043304556,0.063425289,-4.07E-04,-2.65E-04,389.8798036,0.002222222,0.206083094,0.167498456,0.242301195,450,0.002222222
202,Cau.phy.nex,803.6445429,802.1624631,791.2408689,0.007863265,0.003646131,0.012032043,526.5440908,0.002222222,0.051168475,-3.19E-04,0.041828676,0.062123466,-3.93E-04,-2.44E-04,450,0.002222222,0.196652239,0.157273675,0.235902894,450,0.002222222
203,Cau.phy.nex,803.3804589,803.4539641,792.4842152,0.007779547,0.003804653,0.012023631,450,0.002222222,0.049387049,-3.14E-04,0.037869082,0.06010795,-3.89E-04,-2.30E-04,315.037495,0.002222222,0.191952388,0.152218251,0.23847413,450,0.002222222
204,Cau.phy.nex,803.0737372,801.5986518,791.6836184,0.007859246,0.003552627,0.012282298,450,0.002222222,0.053145671,-3.35E-04,0.042065074,0.062241742,-4.00E-04,-2.55E-04,383.2371976,0.002222222,0.197917299,0.159058312,0.239206676,545.7593207,0.002222222
205,Cau.phy.nex,807.3029646,805.3084235,795.4159715,0.007965364,0.003891115,0.012650724,450,0.002222222,0.05001385,-3.13E-04,0.040419235,0.059585346,-3.88E-04,-2.43E-04,450,0.002222222,0.198447539,0.154963056,0.233879305,450,0.002222222
206,Cau.phy.nex,803.4599626,804.1673179,793.056965,0.007676199,0.003899429,0.011829442,450,0.002222222,0.049545715,-3.25E-04,0.039443232,0.059782059,-4.08E-04,-2.49E-04,284.5096671,0.002222222,0.188474212,0.145472747,0.227744598,450,0.002222222
207,Cau.phy.nex,802.1455021,801.070413,790.820216,0.007967777,0.003518763,0.01159745,450,0.002222222,0.05146022,-3.29E-04,0.041078334,0.062261659,-4.03E-04,-2.46E-04,450,0.002222222,0.196527494,0.155181207,0.233189764,450,0.002222222
208,Cau.phy.nex,802.7549664,801.616631,791.2800308,0.007495909,0.003082791,0.011599939,553.690269,0.002222222,0.050176135,-3.24E-04,0.040958864,0.060595104,-4.04E-04,-2.57E-04,450,0.002222222,0.192063638,0.152484243,0.235531909,450,0.002222222
209,Cau.phy.nex,804.0758913,800.131299,789.9628367,0.00806407,0.003673679,0.011968503,450,0.004444444,0.052457818,-3.25E-04,0.044054286,0.061798877,-3.97E-04,-2.65E-04,584.7400578,0.002222222,0.199862109,0.156155573,0.234554756,450,0.002222222
210,Cau.phy.nex,803.2858214,799.9415971,789.8356147,0.008199989,0.003983629,0.012449868,540.2047578,0.002222222,0.053481681,-3.27E-04,0.044002667,0.062884197,-3.84E-04,-2.55E-04,450,0.002222222,0.201754703,0.163479997,0.246195683,450,0.002222222
211,Cau.phy.nex,803.1939708,802.5456868,792.0191869,0.008145478,0.003714594,0.012490156,450,0.002222222,0.053019569,-3.44E-04,0.043097286,0.062521005,-4.16E-04,-2.80E-04,283.9986635,0.002222222,0.197898554,0.157844601,0.236402086,450,0.002222222
212,Cau.phy.nex,803.7155479,804.7174657,794.4125334,0.007386608,0.002944228,0.011185251,450,0.002222222,0.048204025,-3.17E-04,0.037382421,0.059837233,-4.02E-04,-2.37E-04,450,0.002222222,0.189555494,0.149548781,0.233730731,450,0.002222222
213,Cau.phy.nex,802.4399087,800.196615,791.0302769,0.008207569,0.003888485,0.012646442,559.1420026,0.002222222,0.050677563,-3.15E-04,0.040269327,0.060049254,-3.83E-04,-2.47E-04,450,0.002222222,0.198648888,0.160147595,0.236141206,450,0.002222222
214,Cau.phy.nex,806.6965175,806.3772936,795.9687917,0.007395321,0.003443647,0.011598489,450,0.002222222,0.047571026,-3.10E-04,0.036118567,0.058332067,-3.88E-04,-2.29E-04,450,0.002222222,0.187958913,0.148103758,0.226759024,450,0.002222222
215,Cau.phy.nex,803.8794084,801.6934962,792.2152724,0.007209692,0.002379758,0.011151971,450,0.002222222,0.050505829,-3.33E-04,0.039695144,0.062158545,-4.14E-04,-2.51E-04,450,0.002222222,0.184754165,0.140925923,0.224772221,450,0.002222222
216,Cau.phy.nex,801.3352977,799.3802569,789.9842409,0.008082768,0.003064357,0.012492109,688.3891479,0.002222222,0.051188302,-3.25E-04,0.03992942,0.059802737,-4.04E-04,-2.59E-04,450,0.002222222,0.199027918,0.16057153,0.244388032,450,0.002222222
217,Cau.phy.nex,805.4372491,805.0401961,794.1350954,0.007997719,0.003581849,0.012678723,450,0.002222222,0.050927694,-3.27E-04,0.0410462,0.062367577,-4.11E-04,-2.51E-04,315.086203,0.002222222,0.194617878,0.146826964,0.233385697,339.6034434,0.002222222
218,Cau.phy.nex,803.9670663,802.8812653,794.4810521,0.007293828,0.003111352,0.012274461,450,0.002222222,0.04779936,-3.15E-04,0.036573806,0.057775784,-3.95E-04,-2.41E-04,612.6733099,0.002222222,0.190242836,0.149196484,0.233448243,450,0.002222222
219,Cau.phy.nex,803.2919595,801.9702252,791.3111684,0.008078328,0.003648934,0.012175948,450,0.002222222,0.05338718,-3.45E-04,0.043769738,0.062732691,-4.11E-04,-2.73E-04,450,0.002222222,0.19970511,0.158118212,0.239138426,450,0.002222222
220,Cau.phy.nex,804.1625932,803.2261044,792.7573934,0.008005911,0.003556548,0.011916587,371.1050104,0.002222222,0.050149373,-3.26E-04,0.038374581,0.060919906,-3.97E-04,-2.32E-04,450,0.002222222,0.192494123,0.15193276,0.230224366,450,0.002222222
221,Cau.phy.nex,805.9672958,804.9635388,793.0482151,0.007929174,0.003463537,0.012199945,450,0.002222222,0.0512301,-3.26E-04,0.040667419,0.060507946,-3.99E-04,-2.57E-04,450,0.002222222,0.199926259,0.161349126,0.24232758,450,0.002222222
222,Cau.phy.nex,802.1454917,801.9713395,790.7972653,0.008040324,0.003535491,0.012219911,450,0.002222222,0.051576889,-3.22E-04,0.042664167,0.063089881,-3.82E-04,-2.44E-04,450,0.002222222,0.197315242,0.161890062,0.241050581,450,0.002222222
223,Cau.phy.nex,803.7363762,800.9310806,791.0075434,0.007979097,0.003387821,0.012333584,459.1617883,0.002222222,0.050200605,-3.20E-04,0.039926912,0.060769474,-3.92E-04,-2.46E-04,450,0.002222222,0.197418732,0.152741767,0.237012118,450,0.002222222
224,Cau.phy.nex,798.7584365,795.8349659,786.7047966,0.008197422,0.003822686,0.012686995,450,0.002222222,0.051451699,-3.23E-04,0.041872261,0.061919998,-3.94E-04,-2.49E-04,450,0.002222222,0.198695998,0.156321645,0.234190005,450,0.002222222
225,Cau.phy.nex,804.6792058,804.1981587,793.8803453,0.007360289,0.003130449,0.011993582,450,0.002222222,0.049325358,-3.25E-04,0.038622668,0.060099849,-4.17E-04,-2.48E-04,345.4738536,0.002222222,0.190886338,0.14548463,0.228707296,450,0.002222222
226,Cau.phy.nex,801.7388535,800.3561237,789.2765097,0.008063238,0.004342388,0.012722449,450,0.002222222,0.049972174,-3.07E-04,0.039055145,0.059811724,-3.76E-04,-2.23E-04,450,0.002222222,0.197628537,0.155027166,0.233477198,450,0.002222222
227,Cau.phy.nex,804.9634301,803.7808155,793.2245661,0.007701337,0.003367867,0.011820134,450,0.002222222,0.04859759,-3.09E-04,0.038881004,0.059729574,-3.83E-04,-2.24E-04,346.674363,0.002222222,0.19308932,0.153112165,0.23335854,450,0.002222222
228,Cau.phy.nex,803.766905,802.8144216,792.5300931,0.007714187,0.003514465,0.012469936,450,0.002222222,0.050472182,-3.22E-04,0.040346895,0.062422449,-3.97E-04,-2.39E-04,372.9128835,0.002222222,0.194938049,0.148007237,0.229306861,450,0.002222222
229,Cau.phy.nex,805.7483424,804.8559676,794.7587236,0.007823232,0.003256547,0.011777819,570.8381706,0.002222222,0.050619258,-3.29E-04,0.039768408,0.061094981,-4.09E-04,-2.50E-04,450,0.002222222,0.200957793,0.163130841,0.244891249,378.2762805,0.002222222
230,Cau.phy.nex,804.5093938,803.9229604,793.0467921,0.007642355,0.003347342,0.012066737,382.318895,0.002222222,0.050553914,-3.19E-04,0.039513246,0.060307997,-3.86E-04,-2.43E-04,372.2131446,0.002222222,0.195869343,0.158195059,0.232043519,450,0.002222222
231,Cau.phy.nex,800.8457398,799.8132257,789.438657,0.007845295,0.00355975,0.011918968,450,0.004444444,0.049957064,-3.15E-04,0.040265792,0.059461999,-3.79E-04,-2.37E-04,450,0.002222222,0.194806964,0.15025229,0.233194866,450,0.002222222
232,Cau.phy.nex,802.5055399,800.3297202,790.1636916,0.007918771,0.003556307,0.011956005,367.3053555,0.002222222,0.051898676,-3.20E-04,0.04288057,0.062280281,-3.86E-04,-2.52E-04,450,0.002222222,0.196502872,0.158609286,0.232037725,450,0.002222222
233,Cau.phy.nex,804.1702264,802.7296757,793.2651391,0.007281633,0.002560402,0.01100028,450,0.002222222,0.050735528,-3.35E-04,0.039530472,0.060393586,-3.99E-04,-2.37E-04,458.4120443,0.002222222,0.185142865,0.142375232,0.223488935,450,0.002222222
234,Cau.phy.nex,799.5444371,798.3846945,787.1925376,0.008361947,0.004438498,0.013127135,531.7678665,0.002222222,0.05218525,-3.21E-04,0.04226988,0.062328381,-3.97E-04,-2.52E-04,450,0.002222222,0.202627399,0.16584121,0.24236418,450,0.002222222
235,Cau.phy.nex,801.1686597,799.2451192,789.2010932,0.008068208,0.003516483,0.012436612,450,0.002222222,0.051238139,-3.26E-04,0.040706388,0.060021435,-3.91E-04,-2.53E-04,327.4248553,0.002222222,0.196771754,0.159751404,0.241433752,450,0.002222222
236,Cau.phy.nex,801.8252861,801.1518745,790.6367307,0.008007168,0.003823512,0.012133178,450,0.002222222,0.048966845,-3.03E-04,0.039323389,0.058552579,-3.68E-04,-2.33E-04,450,0.002222222,0.196430161,0.162594445,0.239629734,450,0.002222222
237,Cau.phy.nex,801.3402421,797.7164693,788.9312232,0.008185799,0.00302194,0.012162266,643.3576182,0.002222222,0.052420789,-3.26E-04,0.042853381,0.062626223,-3.95E-04,-2.60E-04,369.5457146,0.002222222,0.200066583,0.163982256,0.238299821,556.2195865,0.002222222
238,Cau.phy.nex,802.4268814,801.520818,790.6319728,0.008033242,0.003744421,0.012782368,450,0.002222222,0.048702941,-3.18E-04,0.037567306,0.060217477,-3.98E-04,-2.37E-04,353.3471869,0.002222222,0.194565335,0.151812321,0.230099333,450,0.002222222
239,Cau.phy.nex,802.838023,801.8710068,792.3435797,0.00786456,0.00368895,0.012019392,450,0.002222222,0.050882438,-3.27E-04,0.041616956,0.062591662,-3.98E-04,-2.41E-04,450,0.002222222,0.19479302,0.153627968,0.242613113,450,0.002222222
240,Cau.phy.nex,803.2021169,803.081962,792.3792145,0.007759599,0.003293452,0.012099353,542.3582785,0.002222222,0.051967201,-3.35E-04,0.040619163,0.061461224,-4.11E-04,-2.64E-04,139.1621977,0.002222222,0.194915569,0.157782766,0.238445073,335.9753127,0.002222222
241,Cau.phy.nex,802.7162384,800.7708806,789.7960484,0.008281319,0.00401392,0.012763608,450,0.002222222,0.053415412,-3.28E-04,0.043231737,0.062873421,-3.96E-04,-2.63E-04,348.4497057,0.002222222,0.203075137,0.159172698,0.23850773,450,0.002222222
242,Cau.phy.nex,803.5745416,802.8507695,792.523105,0.008011856,0.003557683,0.011752828,450,0.004444444,0.052457126,-3.29E-04,0.041959572,0.060643196,-3.92E-04,-2.58E-04,450,0.002222222,0.196509136,0.160339242,0.237290364,450,0.002222222
243,Cau.phy.nex,803.7169054,803.1910677,792.6700982,0.0078849,0.00353987,0.011681955,450,0.002222222,0.051953661,-3.22E-04,0.041985207,0.061346632,-3.88E-04,-2.50E-04,360.9435352,0.002222222,0.199485576,0.164992085,0.236240327,379.3381869,0.002222222
244,Cau.phy.nex,802.8359309,802.3664623,792.5307568,0.007973183,0.00381968,0.012660551,391.2982924,0.002222222,0.050449163,-0.000319399,0.040426873,0.062400089,-3.95E-04,-2.44E-04,342.2364742,0.002222222,0.195088737,0.1442092,0.227075281,450,0.002222222
245,Cau.phy.nex,804.2807393,803.9685541,793.3171151,0.007546827,0.003528411,0.011779258,450,0.002222222,0.05138159,-3.34E-04,0.039215481,0.061498288,-4.09E-04,-2.56E-04,354.2185591,0.002222222,0.190560784,0.146157367,0.225756524,450,0.002222222
246,Cau.phy.nex,805.567869,805.0625442,794.7534506,0.007467698,0.003017359,0.011382048,450,0.002222222,0.049489164,-3.13E-04,0.039462472,0.059831749,-3.86E-04,-2.41E-04,450,0.002222222,0.19243717,0.151237931,0.230003674,450,0.002222222
247,Cau.phy.nex,804.3594071,800.7818416,790.2771177,0.008552518,0.003712196,0.012728526,450,0.004444444,0.05288379,-3.26E-04,0.043064518,0.061171773,-3.86E-04,-2.60E-04,450,0.002222222,0.201983722,0.168576625,0.243846625,450,0.002222222
248,Cau.phy.nex,805.1291804,804.9262456,794.7865668,0.007634444,0.003517962,0.012187836,450,0.002222222,0.050269447,-3.28E-04,0.040827096,0.060876664,-3.93E-04,-2.45E-04,390.7855965,0.002222222,0.192712342,0.148079625,0.233905838,450,0.002222222
249,Cau.phy.nex,800.0616523,799.9445698,789.8516984,0.00780564,0.003578144,0.012291344,387.9153134,0.002222222,0.04955854,-3.21E-04,0.038980539,0.060918303,-4.03E-04,-2.42E-04,450,0.002222222,0.196836067,0.156943901,0.232461066,450,0.002222222
250,Cau.phy.nex,804.4682857,803.4122551,792.5836785,0.007842281,0.003681555,0.011808754,608.6011233,0.004444444,0.050582453,-3.31E-04,0.039789658,0.060521451,-4.11E-04,-2.51E-04,450,0.002222222,0.192479649,0.152481257,0.234084287,359.2537323,0.002222222
251,Cau.phy.nex,801.4584037,800.6933338,789.5490513,0.008089356,0.003631436,0.012028773,369.895391,0.002222222,0.048735706,-3.06E-04,0.038110345,0.058407538,-3.73E-04,-2.34E-04,450,0.002222222,0.196960837,0.154065223,0.2390347,450,0.002222222
252,Cau.phy.nex,801.6760907,798.494876,788.3078005,0.008186132,0.00378141,0.012565578,450,0.002222222,0.051229952,-3.18E-04,0.041131909,0.05911864,-3.82E-04,-2.48E-04,498.6587025,0.002222222,0.197164619,0.153277447,0.233442105,450,0.002222222
253,Cau.phy.nex,806.273057,807.238475,796.8197842,0.007470363,0.002452339,0.011476142,368.9783554,0.004444444,0.048271566,-3.14E-04,0.038472836,0.058253688,-4.02E-04,-2.43E-04,389.6317899,0.002222222,0.187978715,0.145475726,0.231300156,386.0562856,0.002222222
254,Cau.phy.nex,802.053149,799.6738408,789.0226701,0.008155765,0.004026943,0.012355225,388.7548074,0.004444444,0.054610625,-3.36E-04,0.045294242,0.062626919,-3.95E-04,-2.77E-04,450,0.002222222,0.201130354,0.164798974,0.239828184,450,0.002222222
255,Cau.phy.nex,802.6397969,801.1406918,792.0288577,0.007705414,0.003064193,0.011758334,450,0.002222222,0.050504116,-3.15E-04,0.041244226,0.06068697,-3.88E-04,-2.52E-04,450,0.002222222,0.19854162,0.162259104,0.237542649,448.2314286,0.002222222
256,Cau.phy.nex,803.2322886,798.1768186,790.3342219,0.008490209,0.00429899,0.012682903,546.2952482,0.002222222,0.053543742,-3.33E-04,0.044443391,0.062301932,-3.91E-04,-2.63E-04,322.9472841,0.002222222,0.202265949,0.16610766,0.242299166,450,0.002222222
257,Cau.phy.nex,803.5216684,800.5753246,791.6487229,0.008052268,0.004359412,0.012917594,450,0.002222222,0.050947537,-3.23E-04,0.041703833,0.062010818,-3.94E-04,-2.46E-04,450,0.002222222,0.197535673,0.157730646,0.245736801,450,0.002222222
258,Cau.phy.nex,798.8944829,796.7323958,787.2388843,0.008029582,0.003270996,0.012217148,608.3320801,0.002222222,0.052144909,-3.23E-04,0.043163663,0.062191623,-3.82E-04,-2.48E-04,450,0.002222222,0.196906552,0.1598163,0.238600255,450,0.002222222
259,Cau.phy.nex,803.8351719,802.4175319,791.587105,0.007793428,0.003560286,0.011959059,450,0.002222222,0.051554922,-3.27E-04,0.040840399,0.061096009,-4.04E-04,-2.57E-04,450,0.002222222,0.200568999,0.163254004,0.240988733,450,0.002222222
260,Cau.phy.nex,806.1288406,805.5358709,795.7563641,0.007582693,0.003550744,0.011977076,450,0.002222222,0.049737547,-3.16E-04,0.039651376,0.060196431,-3.98E-04,-2.44E-04,450,0.002222222,0.195860691,0.152456708,0.235261911,450,0.002222222
261,Cau.phy.nex,806.2097463,804.2746572,795.1653223,0.007147248,0.002474108,0.012155632,450,0.004444444,0.048694175,-3.16E-04,0.038256564,0.058026569,-3.98E-04,-2.44E-04,450,0.002222222,0.189051833,0.149160653,0.234835297,450,0.002222222
262,Cau.phy.nex,800.7404983,799.8333723,789.2785886,0.008120106,0.004316725,0.013057622,450,0.002222222,0.049844729,-3.13E-04,0.040501999,0.06000972,-3.86E-04,-2.42E-04,382.9806898,0.002222222,0.197858379,0.158825594,0.23522205,521.3286879,0.002222222
263,Cau.phy.nex,803.1571957,801.1030384,790.2338814,0.008472379,0.00438869,0.012659917,450,0.002222222,0.053025257,-3.31E-04,0.043444661,0.062062704,-3.95E-04,-2.62E-04,450,0.002222222,0.201706005,0.156528558,0.236393261,450,0.002222222
264,Cau.phy.nex,806.2377359,805.2092162,794.3357446,0.007935439,0.003607474,0.012761643,450,0.002222222,0.049396197,-3.24E-04,0.038498083,0.060189888,-4.01E-04,-2.44E-04,450,0.002222222,0.195322244,0.153721648,0.239098951,450,0.002222222
265,Cau.phy.nex,802.91014,800.2161484,791.3804637,0.007745764,0.003235483,0.011522883,381.0442672,0.002222222,0.049200296,-3.06E-04,0.03981655,0.059228618,-3.71E-04,-2.38E-04,450,0.002222222,0.198722688,0.161189294,0.237863835,382.03089,0.002222222
266,Cau.phy.nex,808.9455631,810.1085213,798.128406,0.007791695,0.003732103,0.011627369,379.675546,0.002222222,0.049508497,-3.21E-04,0.039165905,0.059729466,-4.13E-04,-2.56E-04,272.2735534,0.002222222,0.192422134,0.156259077,0.235869919,338.428422,0.002222222
267,Cau.phy.nex,805.3345591,804.1851154,793.8148785,0.00803468,0.003655326,0.012495371,494.7945879,0.004444444,0.053402299,-3.40E-04,0.042046552,0.0636051,-4.18E-04,-2.63E-04,450,0.002222222,0.197761173,0.153754364,0.235267088,532.8791674,0.002222222
268,Cau.phy.nex,807.4116544,805.0204234,795.2457245,0.007639477,0.003031282,0.01262161,450,0.002222222,0.049899382,-3.21E-04,0.040744123,0.06123356,-4.01E-04,-2.45E-04,450,0.002222222,0.196821793,0.159291403,0.235949037,353.0362716,0.002222222
269,Cau.phy.nex,801.0348946,798.7589605,788.9862488,0.007991743,0.00429071,0.012442672,450,0.002222222,0.051515142,-3.18E-04,0.041633647,0.060930021,-3.92E-04,-2.57E-04,450,0.002222222,0.197740755,0.1580104,0.236903273,381.4630795,0.002222222
270,Cau.phy.nex,803.6634831,801.0728935,791.3744132,0.00728294,0.002856922,0.011403226,425.2422362,0.002222222,0.050956244,-3.34E-04,0.041301118,0.061873688,-4.08E-04,-2.58E-04,450,0.002222222,0.187325525,0.143898877,0.230780747,450,0.002222222
271,Cau.phy.nex,801.0210379,797.8602184,789.2789127,0.008019331,0.00367975,0.012562581,450,0.002222222,0.051823851,-3.33E-04,0.041463062,0.062642146,-4.07E-04,-2.55E-04,450,0.002222222,0.196324931,0.1543767,0.237035266,450,0.002222222
272,Cau.phy.nex,804.3372494,803.8019715,792.8544819,0.007844,0.003306282,0.01197705,450,0.002222222,0.052572617,-3.33E-04,0.042372793,0.061414073,-4.02E-04,-2.71E-04,450,0.002222222,0.20080848,0.160714056,0.240274184,450,0.002222222
273,Cau.phy.nex,804.3332649,802.0764875,791.851695,0.007997045,0.003456334,0.012430682,450,0.004444444,0.050740415,-3.14E-04,0.040361954,0.06031617,-3.88E-04,-2.45E-04,450,0.002222222,0.196012539,0.161555159,0.234601974,450,0.002222222
274,Cau.phy.nex,798.5839874,798.8521514,787.5629093,0.007948444,0.003881405,0.012361938,386.296768,0.004444444,0.049802277,-3.10E-04,0.039447836,0.058191732,-3.67E-04,-2.32E-04,450,0.002222222,0.193704031,0.150950442,0.232894018,450,0.002222222
275,Cau.phy.nex,802.4896115,803.5025746,791.9443003,0.008032545,0.003267824,0.012733428,388.861255,0.002222222,0.050317624,-3.21E-04,0.037486861,0.059929113,-3.96E-04,-2.31E-04,450,0.002222222,0.197267264,0.158436124,0.239227943,639.172463,0.002222222
276,Cau.phy.nex,802.6672581,798.8540779,789.9180875,0.008280524,0.004263663,0.012249507,450,0.002222222,0.052338059,-3.20E-04,0.04175064,0.061341885,-3.84E-04,-2.45E-04,450,0.002222222,0.201612768,0.160868853,0.238533674,450,0.002222222
277,Cau.phy.nex,807.1690459,808.8293931,796.3984578,0.007974241,0.00414815,0.012057533,450,0.002222222,0.052960271,-3.36E-04,0.043948363,0.063609251,-4.16E-04,-2.69E-04,450,0.002222222,0.201408653,0.163025386,0.236187973,450,0.002222222
278,Cau.phy.nex,801.3951423,800.5308132,790.2644048,0.007837368,0.003772318,0.012003417,450,0.002222222,0.050314038,-3.25E-04,0.04044872,0.059061955,-3.98E-04,-2.49E-04,450,0.002222222,0.193617906,0.15736232,0.232773043,450,0.002222222
279,Cau.phy.nex,801.4233419,799.1912033,788.1420591,0.008180349,0.004077012,0.01205397,881.3827182,0.002222222,0.050543194,-3.08E-04,0.041063448,0.060812405,-3.77E-04,-2.36E-04,450,0.002222222,0.197213671,0.1549155,0.23453894,450,0.002222222
280,Cau.phy.nex,805.0111544,804.4128626,793.6629002,0.007764638,0.003396094,0.011405181,450,0.002222222,0.049299701,-3.08E-04,0.039171279,0.059739788,-3.87E-04,-2.40E-04,450,0.002222222,0.193646122,0.155469692,0.233559514,450,0.002222222
281,Cau.phy.nex,799.6053871,796.0599793,786.6990853,0.008208473,0.003318508,0.012033231,450,0.002222222,0.0523476,-3.22E-04,0.04117518,0.06042644,-3.90E-04,-2.54E-04,450,0.002222222,0.202168837,0.160806724,0.240991724,450,0.002222222
282,Cau.phy.nex,802.5011684,799.8770985,790.4446226,0.007689037,0.003471446,0.011867582,450,0.004444444,0.051670379,-3.39E-04,0.040921277,0.063937474,-4.21E-04,-2.49E-04,450,0.002222222,0.19229085,0.151135561,0.233985429,567.561246,0.002222222
283,Cau.phy.nex,805.241684,805.0973615,793.8448448,0.007754057,0.00331165,0.011701036,450,0.002222222,0.049481675,-3.22E-04,0.038971168,0.060054088,-3.98E-04,-2.45E-04,450,0.002222222,0.193077686,0.146874916,0.232463192,450,0.002222222
284,Cau.phy.nex,803.6732087,804.1177248,793.5769428,0.007982806,0.003777474,0.012140578,450,0.002222222,0.049953656,-3.27E-04,0.037662823,0.061535906,-4.14E-04,-2.36E-04,370.1250384,0.002222222,0.195193046,0.152976589,0.232386853,626.2332878,0.002222222
285,Cau.phy.nex,803.7105684,800.7653866,790.4659248,0.008409674,0.004342747,0.012364769,450,0.004444444,0.055400282,-3.44E-04,0.045964323,0.064866735,-4.18E-04,-2.90E-04,450,0.002222222,0.203632477,0.159875104,0.234939452,450,0.002222222
286,Cau.phy.nex,799.4939163,798.7906042,788.9092666,0.007974369,0.003561029,0.012359924,450,0.002222222,0.049330312,-3.11E-04,0.038532426,0.059530079,-3.85E-04,-2.35E-04,450,0.002222222,0.19721226,0.159905309,0.234384774,450,0.002222222
287,Cau.phy.nex,803.7657767,803.7863618,792.2282465,0.007831939,0.003263361,0.012138899,450,0.002222222,0.05133883,-3.35E-04,0.039107555,0.060343727,-4.12E-04,-2.48E-04,450,0.002222222,0.197515324,0.155805436,0.235442297,450,0.002222222
288,Cau.phy.nex,805.9020236,806.5404169,796.5011864,0.007540555,0.002847302,0.011409894,325.9203536,0.002222222,0.048975237,-3.21E-04,0.038369948,0.059566683,-4.04E-04,-2.44E-04,450,0.002222222,0.191663891,0.151267242,0.227850998,371.216169,0.002222222
289,Cau.phy.nex,802.9140764,800.2569793,791.6680416,0.007622751,0.002945629,0.011586855,387.7392836,0.002222222,0.049547548,-3.23E-04,0.039054282,0.059979155,-3.98E-04,-2.46E-04,450,0.002222222,0.188995604,0.149938252,0.227831271,450,0.002222222
290,Cau.phy.nex,808.118299,807.7469011,796.8405209,0.007523716,0.003296565,0.011922824,450,0.008888889,0.053489366,-3.45E-04,0.042835091,0.063359982,-4.21E-04,-2.75E-04,450,0.002222222,0.193167784,0.149383319,0.228350507,450,0.002222222
